Time,User,Nice,Sys,Idle,IO,Run,Ctxt/s,IRQ/s,Fork,Exec,Exit,Watts,CPU,Freq,GPU,W
14:52:05,14.7,0,2,83.3,0,2,408,572,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:06,15.4,0,1,83.6,0,2,442,608,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:06,13.3,0,1.7,85,0,3,362,622,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:07,13.4,0,0.7,85.9,0,2,738,780,3,0,6,27.69,0,Hz,-N/A-,2.203500187
14:52:07,11.3,0,1.7,86.9,0,3,412,748,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:08,18.9,0,23.9,57.2,0,2,600,2342,5,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:08,11.7,0,0.4,87.9,0,2,266,466,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:09,15,0,0.7,84.4,0,3,468,714,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:09,12,0,1.4,84.5,2.1,2,484,752,2,2,2,28.12,0,Hz,-N/A-,2.2377185
14:52:10,14.2,0,1.4,84.4,0,2,530,768,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:10,13.7,0,0.7,85.6,0,3,338,598,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:11,14,0,1.7,84.3,0,2,472,674,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:11,14.9,0,0.7,84.5,0,2,376,586,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:12,12.5,0,1.7,85.8,0,2,528,786,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:52:12,21,0,2,76.9,0,2,738,876,6,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:13,19.5,0,0.4,80.1,0,2,620,864,2,0,2,27.69,0,Hz,-N/A-,2.203500187
14:52:13,20.4,0,0.7,78.9,0,2,452,768,2,0,2,28.12,0,Hz,-N/A-,2.2377185
14:52:14,26,0,0.4,73.7,0,3,736,1020,2,0,2,27.69,0,Hz,-N/A-,2.203500187
14:52:14,15.9,0,0.4,83.7,0,8,272,582,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:15,14.7,0,0,85.3,0,7,328,568,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:15,18.8,0,0,81.2,0,4,270,544,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:16,18.4,0.7,0.3,80.6,0,2,492,740,3,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:16,17,4.2,2.1,72.6,4.2,2,2672,2016,6,1,0,28.12,0,Hz,-N/A-,2.2377185
14:52:17,15.9,0,0,84.1,0,3,360,632,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:52:17,18.9,0,0,81.1,0,2,490,766,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:18,18,0,0,82,0,3,548,708,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:18,15.4,0,0.4,84.2,0,2,274,568,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:19,14.8,0,0,85.2,0,2,312,604,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:19,15,0,0.4,84.6,0,2,272,534,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:20,18,0,0,82,0,4,348,642,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:20,14.7,0,0.4,84.9,0,3,252,594,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:21,17,0,0.4,82.6,0,2,360,674,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:21,16.2,0,0,79.5,4.3,2,346,688,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:22,17.9,0,0,82.1,0,2,446,768,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:22,17.4,0,0.3,82.3,0,2,346,700,0,0,2,28.12,0,Hz,-N/A-,2.2377185
14:52:23,14.2,0,0.4,85.4,0,7,462,648,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:23,25.1,0,1,73.9,0,2,696,904,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:24,19.2,0,0.7,80.1,0,3,600,780,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:24,15.7,0,1,83.3,0,2,666,806,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:25,19.8,0,0,80.2,0,2,302,606,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:25,17.9,0,0,82.1,0,2,308,662,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:26,13.2,0,0,86.8,0,3,266,524,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:26,19.9,0,0,80.1,0,3,334,596,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:27,18.3,0.4,0.7,78.5,2.1,2,738,834,3,0,6,27.69,0,Hz,-N/A-,2.203500187
14:52:27,20.2,0,0,79.8,0,2,342,702,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:28,22.6,0,0.4,77,0,7,648,876,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:28,25.3,0,0.3,74.3,0,2,898,964,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:29,25.4,0,0.3,74.2,0,3,330,778,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:29,27.6,0,0.4,72.1,0,2,352,810,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:30,25.4,0,0.4,74.3,0,2,306,788,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:30,26.2,0,0.3,73.5,0,2,290,656,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:31,21.1,0,0,78.9,0,4,260,572,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:31,11,0,0,89,0,3,306,554,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:32,21.4,0,0.3,78.3,0,2,338,668,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:52:32,17.9,0,0.4,81.8,0,2,356,624,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:33,15.9,0,0,84.1,0,3,302,580,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:33,16.1,0,0.4,83.5,0,2,336,618,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:34,19.3,0,0,80.7,0,2,396,644,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:34,12.6,0,0.4,87,0,2,260,516,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:35,19.5,0,0.7,79.8,0,2,396,734,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:35,11.7,0,1.4,86.9,0,2,2064,1452,4,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:36,17.9,1,22.4,58.6,0,4,7686,4372,3,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:36,15.5,3.5,11.6,69,0.4,2,15036,7238,7,1,0,28.12,0,Hz,-N/A-,2.2377185
14:52:37,18.9,0,20.3,60.8,0,4,17766,7960,0,0,2,27.69,0,Hz,-N/A-,2.203500187
14:52:37,17.9,0,16.1,66,0,2,18256,8868,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:38,28.2,0,2.1,69.8,0,5,3628,2298,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:38,53.4,0,8.8,37.8,0,2,2466,2352,0,0,4,28.12,0,Hz,-N/A-,2.2377185
14:52:39,15.4,0,0,84.6,0,2,354,656,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:52:39,12.3,0,0.4,87.4,0,2,252,576,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:40,16.7,0,0,83.3,0,2,258,700,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:40,11.9,0,3.4,84.6,0,2,394,700,0,0,15,28.12,0,Hz,-N/A-,2.2377185
14:52:41,12.6,0,0.3,87.1,0,2,284,600,0,0,2,27.69,0,Hz,-N/A-,2.203500187
14:52:41,8.7,0,2.1,89.2,0,1,454,910,1,1,11,28.12,0,Hz,-N/A-,2.2377185
14:52:42,0,0,0,100,0,1,294,266,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:42,0,0,0,100,0,2,252,264,0,0,2,28.12,0,Hz,-N/A-,2.2377185
14:52:43,0,0,0.3,99.7,0,1,196,194,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:43,0,0,0,100,0,1,306,262,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:44,0,0,0,100,0,1,216,226,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:44,0,0,0.3,99.7,0,1,278,236,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:45,0.3,0,0,99.7,0,1,196,214,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:45,0.3,0,0,99.7,0,3,182,206,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:46,0.7,0,0.7,98.6,0,2,342,336,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:46,0,0,0,100,0,1,204,190,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:47,0.3,0,1.4,98.3,0,1,686,568,3,0,6,27.69,0,Hz,-N/A-,2.203500187
14:52:47,0,0,0,100,0,3,244,246,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:48,1.1,0,0.4,98.6,0,1,456,296,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:48,0,0,0,100,0,1,192,186,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:49,0,0,0.3,97.4,2.3,2,292,214,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:49,0,0,0,100,0,1,198,162,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:50,0,0,0,100,0,1,326,272,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:50,0,0,0,100,0,1,226,202,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:51,0,0,0,100,0,1,220,176,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:51,0,0,0,100,0,1,198,174,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:52:52,0,0,0.3,99.7,0,1,264,236,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:52:52,0,0,0,100,0,1,224,228,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:53,0.3,0,0.3,99.3,0,3,226,194,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:53,0.3,0,0,99.7,0,2,174,158,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:54,0,0,0.8,99.2,0,2,236,224,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:54,0.3,0,0,99.7,0,1,240,202,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:55,0,0,0,100,0,1,236,204,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:55,0,0,0,100,0,1,172,168,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:56,0,0,0.3,99.7,0,6,228,176,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:52:56,0,0.7,0.3,99,0,1,264,258,3,0,0,28.12,0,Hz,-N/A-,2.2377185
14:52:57,3.1,2.1,3.1,88.2,3.5,1,2190,1602,6,1,0,27.69,0,Hz,-N/A-,2.203500187
14:52:57,0.3,2,0.3,96.7,0.7,2,772,664,0,0,0,0,0,Hz,-N/A-,0
14:52:58,0.7,0,0.3,99,0,1,490,348,0,0,1,0,0,Hz,-N/A-,0
14:52:58,0,0,0,100,0,2,216,186,0,0,0,0,0,Hz,-N/A-,0
14:52:59,0,0,0,100,0,1,328,230,0,0,0,0,0,Hz,-N/A-,0
14:52:59,0,0,0.3,99.7,0,1,188,202,0,0,0,0,0,Hz,-N/A-,0
14:53:00,0.7,0,0.3,99,0,3,380,292,0,0,0,0,0,Hz,-N/A-,0
14:53:00,0,0,0,99.7,0.3,2,144,142,0,0,0,0,0,Hz,-N/A-,0
14:53:01,0,0,0,100,0,2,212,178,0,0,0,0,0,Hz,-N/A-,0
14:53:01,0,0,0,100,0,1,182,170,0,0,0,0,0,Hz,-N/A-,0
14:53:02,0.3,0,0.3,97.3,2,1,364,406,0,0,0,0,0,Hz,-N/A-,0
14:53:02,0,0,0,100,0,2,246,286,0,0,2,0,0,Hz,-N/A-,0
14:53:03,0,0,0,100,0,3,204,160,0,0,0,0,0,Hz,-N/A-,0
14:53:03,0,0,0,100,0,1,144,142,0,0,0,0,0,Hz,-N/A-,0
14:53:04,0,0,0,100,0,1,214,182,0,0,0,0,0,Hz,-N/A-,0
14:53:04,0,0,0,100,0,1,162,152,0,0,0,0,0,Hz,-N/A-,0
14:53:05,0,0,0.3,99.7,0,2,216,180,0,0,0,0,0,Hz,-N/A-,0
14:53:05,0,0,0,100,0,1,162,170,0,0,0,0,0,Hz,-N/A-,0
14:53:06,0,0,0,100,0,3,258,242,0,0,0,0,0,Hz,-N/A-,0
14:53:06,0,0,0.3,99.7,0,1,200,208,0,0,0,0,0,Hz,-N/A-,0
14:53:07,1,0,0,99,0,1,302,274,0,0,0,0,0,Hz,-N/A-,0
14:53:07,0,0,0.3,99.7,0,1,258,294,0,0,0,0,0,Hz,-N/A-,0
14:53:08,0.3,0,1,96.6,2,1,616,538,3,0,6,0,0,Hz,-N/A-,0
14:53:08,0.3,0,0,99.7,0,1,232,212,0,0,1,0,0,Hz,-N/A-,0
14:53:09,1,0,0,99,0,1,412,276,0,0,0,0,0,Hz,-N/A-,0
14:53:09,0,0,0,100,0,1,236,210,0,0,0,0,0,Hz,-N/A-,0
14:53:10,0,0,0,100,0,1,256,224,0,0,0,0,0,Hz,-N/A-,0
14:53:10,0,0,0.3,99.7,0,1,228,190,0,0,0,0,0,Hz,-N/A-,0
14:53:11,0,0,0,100,0,1,166,156,0,0,0,0,0,Hz,-N/A-,0
14:53:11,2.1,0,0.7,97.2,0,2,290,388,1,1,1,0,0,Hz,-N/A-,0
14:53:12,12.2,0,2.1,85.8,0,4,396,666,0,0,1,0,0,Hz,-N/A-,0
14:53:12,18.3,0,24.5,57.2,0,2,562,1912,5,0,0,0,0,Hz,-N/A-,0
14:53:13,14.3,0,0.7,85,0,2,412,686,0,0,1,0,0,Hz,-N/A-,0
14:53:13,14.3,0,1,84.6,0,2,488,648,0,0,0,0,0,Hz,-N/A-,0
14:53:14,20.7,0,23.1,56.3,0,2,566,2048,5,0,0,0,0,Hz,-N/A-,0
14:53:14,13.7,0,1.4,84.9,0,3,452,700,0,0,0,0,0,Hz,-N/A-,0
14:53:15,13.9,0,1.7,84.5,0,3,450,744,0,0,0,0,0,Hz,-N/A-,0
14:53:15,14.3,0,1,84.6,0,2,380,646,0,0,0,0,0,Hz,-N/A-,0
14:53:16,14.6,0,1,84.4,0,2,438,744,2,2,0,0,0,Hz,-N/A-,0
14:53:16,14,1.4,1,83.6,0,2,476,818,3,0,0,0,0,Hz,-N/A-,0
14:53:17,20.5,3.8,24.3,50.7,0.7,2,2970,3056,11,1,0,0,0,Hz,-N/A-,0
14:53:17,13.1,0,1.4,85.5,0,3,498,748,0,0,1,0,0,Hz,-N/A-,0
14:53:18,14.1,0,0.7,85.2,0,4,570,750,0,0,0,0,0,Hz,-N/A-,0
14:53:18,12.8,0,1.4,85.8,0,2,394,596,0,0,0,0,0,Hz,-N/A-,0
14:53:19,12.7,0,1.4,85.9,0,2,604,764,0,0,0,0,0,Hz,-N/A-,0
14:53:19,11.6,0,1.4,87,0,2,412,660,0,0,0,0,0,Hz,-N/A-,0
14:53:20,12.4,0,0.3,87.3,0,2,292,566,0,0,0,0,0,Hz,-N/A-,0
14:53:20,18.1,0,26,55.9,0,2,524,2284,5,0,0,0,0,Hz,-N/A-,0
14:53:21,10.8,0,0.4,88.9,0,2,394,540,0,0,0,0,0,Hz,-N/A-,0
14:53:21,15,0,1,84,0,2,516,756,2,2,2,0,0,Hz,-N/A-,0
14:53:22,11.9,0,0.7,86.7,0.7,2,424,652,0,0,0,0,0,Hz,-N/A-,0
14:53:22,12.5,0,1,86.5,0,3,424,606,0,0,0,0,0,Hz,-N/A-,0
14:53:23,12.8,0,1,86.1,0,2,354,634,0,0,0,0,0,Hz,-N/A-,0
14:53:23,13.7,0,0.7,85.6,0,3,448,692,0,0,2,0,0,Hz,-N/A-,0
14:53:24,11.9,0,1.1,87,0,2,372,580,0,0,0,0,0,Hz,-N/A-,0
14:53:24,12.2,0,1.4,86.5,0,2,432,710,0,0,0,0,0,Hz,-N/A-,0
14:53:25,16,0,1.4,80.5,2.1,2,576,810,5,0,0,0,0,Hz,-N/A-,0
14:53:25,16.8,0,0.7,82.5,0,2,412,764,0,0,0,0,0,Hz,-N/A-,0
14:53:26,10.9,0,0.4,88.8,0,2,256,532,0,0,0,0,0,Hz,-N/A-,0
14:53:26,12.3,0,0,87.7,0,2,262,466,0,0,0,0,0,Hz,-N/A-,0
14:53:27,16.5,0.3,27.6,55.6,0,2,716,3192,7,2,17,0,0,Hz,-N/A-,0
14:53:27,12.7,0,1.4,85.9,0,2,350,588,0,0,0,0,0,Hz,-N/A-,0
14:53:28,11.6,0,2,86.3,0,2,774,834,3,0,6,0,0,Hz,-N/A-,0
14:53:28,12.9,0,1,86,0,2,374,622,0,0,1,0,0,Hz,-N/A-,0
14:53:29,13.1,0,1,85.8,0,2,636,746,0,0,0,0,0,Hz,-N/A-,0
14:53:29,12.5,0,1,86.5,0,2,408,638,0,0,0,0,0,Hz,-N/A-,0
14:53:30,12.9,0,0.3,86.7,0,2,448,696,0,0,0,0,0,Hz,-N/A-,0
14:53:30,11.7,0,2.1,86.2,0,2,344,630,0,0,0,0,0,Hz,-N/A-,0
14:53:31,11.6,0,0.7,87.7,0,2,362,496,0,0,0,0,0,Hz,-N/A-,0
14:53:31,16.5,0,25.7,57.7,0,2,428,2130,5,0,0,0,0,Hz,-N/A-,0
14:53:32,11.2,0,0.7,88.1,0,2,478,586,0,0,1,0,0,Hz,-N/A-,0
14:53:32,13.8,0,0.7,85.5,0,2,566,806,2,2,3,0,0,Hz,-N/A-,0
14:53:33,13.9,0,1,85,0,2,394,604,0,0,0,0,0,Hz,-N/A-,0
14:53:33,13.4,0,1.4,85.2,0,2,384,652,0,0,0,0,0,Hz,-N/A-,0
14:53:34,13.7,0,1,85.3,0,2,518,758,0,0,0,0,0,Hz,-N/A-,0
14:53:34,12.8,0,1.7,85.5,0,2,372,694,0,0,0,0,0,Hz,-N/A-,0
14:53:35,13.9,0,1.7,84.4,0,2,506,784,0,0,0,0,0,Hz,-N/A-,0
14:53:35,21.7,0,1.7,76.6,0,3,702,1040,6,0,0,0,0,Hz,-N/A-,0
14:53:36,21,0,0.7,78.3,0,2,838,1140,5,0,2,0,0,Hz,-N/A-,0
14:53:36,17.2,2.7,2.7,73,4.4,2,2584,2074,7,1,0,0,0,Hz,-N/A-,0
14:53:37,26.6,0,0,73.4,0,2,590,940,2,0,4,0,0,Hz,-N/A-,0
14:53:37,20.1,0,0.7,79.2,0,2,594,844,2,0,2,0,0,Hz,-N/A-,0
14:53:38,16,0,0.7,83.3,0,2,586,714,0,0,0,0,0,Hz,-N/A-,0
14:53:38,15.1,0,0,84.9,0,2,340,686,0,0,0,0,0,Hz,-N/A-,0
14:53:39,21.8,0,0,78.2,0,2,364,620,0,0,0,0,0,Hz,-N/A-,0
14:53:39,21.1,0,0,78.9,0,2,282,598,0,0,0,0,0,Hz,-N/A-,0
14:53:40,16.1,0,0.4,83.5,0,2,344,592,0,0,0,0,0,Hz,-N/A-,0
14:53:40,19.7,0,0,80.3,0,2,288,582,0,0,0,0,0,Hz,-N/A-,0
14:53:41,18.2,0,0,81.8,0,3,384,626,0,0,0,0,0,Hz,-N/A-,0
14:53:41,16.2,0,0,83.8,0,3,340,600,0,0,0,0,0,Hz,-N/A-,0
14:53:42,16.6,0,0.4,83,0,2,384,610,0,0,0,0,0,Hz,-N/A-,0
14:53:42,16.1,0,0,83.9,0,2,294,610,0,0,0,0,0,Hz,-N/A-,0
14:53:43,18,0,1.1,81,0,2,354,610,0,0,0,0,0,Hz,-N/A-,0
14:53:43,18.9,0,0,81.1,0,2,340,698,0,0,2,28.12,0,Hz,-N/A-,2.2377185
14:53:44,16.4,0,1.1,82.5,0,2,352,578,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:44,16.5,0,0,83.5,0,2,242,514,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:45,11,0,0.7,88.3,0,2,254,482,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:45,19.5,0,0.7,79.8,0,2,242,568,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:46,17,0,0,83,0,3,546,782,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:46,16.1,0,0.4,83.5,0,2,302,580,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:47,16.4,0,0.7,82.9,0,2,750,852,3,0,6,27.69,0,Hz,-N/A-,2.203500187
14:53:47,17,0,0.4,82.7,0,2,408,690,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:53:48,18.4,0,0.7,80.9,0,2,404,602,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:48,20.4,0,0.7,78.9,0,2,260,596,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:49,14.6,0,0.4,85,0,3,328,544,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:49,18.2,0,0.3,81.4,0,2,348,584,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:50,22.2,0,0,77.8,0,2,356,758,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:50,23.3,0,0.3,76.4,0,2,284,696,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:51,22.1,0,0.4,77.6,0,2,312,678,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:51,26.3,0,0,73.7,0,3,388,862,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:53:52,11.8,0,0,88.2,0,7,250,500,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:53:52,20.8,0,0.7,78.4,0,2,340,712,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:53,21.2,0,0,78.8,0,5,266,652,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:53,16.2,0,0.7,83.1,0,4,334,596,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:54,15.3,0,0,84.7,0,2,328,598,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:54,19.8,0,0.4,79.9,0,2,418,744,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:55,21.4,0,0,78.6,0,2,292,630,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:55,17.2,0,1.1,81.8,0,2,342,588,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:56,12.1,0.4,0,87.6,0,2,394,676,3,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:56,18.2,3.2,0.7,75.7,2.1,2,2760,2076,7,1,1,28.12,0,Hz,-N/A-,2.2377185
14:53:57,16.1,0,21.8,62.1,0,7,11620,6322,4,0,1,27.69,0,Hz,-N/A-,2.203500187
14:53:57,15.3,0,4.3,80.4,0,2,11992,5938,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:58,16.8,0,14.3,68.8,0,7,14870,6956,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:58,16,0,21.3,62.8,0,2,15704,7570,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:53:59,13.2,0,2.5,84.3,0,2,13154,6346,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:53:59,18,0,1.8,80.3,0,4,6672,3496,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:00,67,0,9.6,23.4,0,4,2076,2360,0,0,2,27.69,0,Hz,-N/A-,2.203500187
14:54:00,17.9,0,0.7,81.4,0,2,328,746,0,0,2,28.12,0,Hz,-N/A-,2.2377185
14:54:01,12.7,0,0.7,86.6,0,2,346,578,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:54:01,13.9,0,0,86.1,0,2,296,600,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:02,10.9,0,2.8,86.3,0,2,458,742,0,0,17,27.69,0,Hz,-N/A-,2.203500187
14:54:02,12.3,0,0,87.7,0,2,318,600,0,0,2,28.12,0,Hz,-N/A-,2.2377185
14:54:03,4.1,0,1.4,94.6,0,2,426,698,1,1,11,27.69,0,Hz,-N/A-,2.203500187
14:54:03,0,0,0,100,0,1,192,164,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:04,0,0,0,100,0,1,192,176,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:04,0.3,0,0.3,99.3,0,1,210,186,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:05,0,0,0.3,97.7,1.9,1,222,192,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:05,0,0,0,100,0,1,230,200,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:06,0,0,0,100,0,1,216,260,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:06,0,0,0,100,0,1,248,184,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:07,0.3,0,0.6,99.1,0,2,558,340,3,0,6,27.69,0,Hz,-N/A-,2.203500187
14:54:07,0.4,0,0.4,99.2,0,2,252,254,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:54:08,0.3,0.3,0.7,98.7,0,1,370,282,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:08,0,0,0,100,0,1,200,174,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:09,0,0,0.3,99.7,0,2,178,180,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:09,0,0,0.3,99.7,0,1,214,206,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:10,1,0,0,99,0,1,308,310,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:10,0,0,0,100,0,3,154,148,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:11,0,0,0,97.6,2.4,1,232,202,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:11,0,0,0,100,0,1,178,182,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:54:12,0,0,0.7,99.3,0,1,248,230,0,0,1,27.69,0,Hz,-N/A-,2.203500187
14:54:12,0,0,0,100,0,1,162,166,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:13,0,0,0.3,99.7,0,1,210,176,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:13,0,0,0,100,0,3,140,124,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:14,0,0,0,100,0,1,280,202,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:14,0,0,0,100,0,1,154,138,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:15,0,0,0,100,0,1,206,176,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:15,0.3,0,0,99.7,0,1,134,126,0,0,0,28.12,0,Hz,-N/A-,2.2377185
14:54:16,0,2.4,0.7,96.9,0,1,408,446,3,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:16,1.4,3.8,2.4,88,4.5,2,2410,1766,6,1,0,28.12,0,Hz,-N/A-,2.2377185
14:54:17,0,0.3,0.3,99.3,0,1,456,358,0,0,0,27.69,0,Hz,-N/A-,2.203500187
14:54:17,0.7,0,0,99.3,0,1,290,312,0,0,1,28.12,0,Hz,-N/A-,2.2377185
14:54:18,0.3,0,0,97.4,2.3,1,466,394,0,0,0,27.69,0,Hz,-N/A-,2.203500187
